Player_Name,Role_Desc,Player_team,Opposit_Team,is_manofThematch,pscore,City_Name
Yuvraj Singh,Captain,Kings XI Punjab,Rajasthan Royals,0,3,Rajasthan Royals
KM Jadhav,Keeper,Royal Challengers Bangalore,Gujarat Lions,0,0,Royal Challengers Bangalore
OA Shah,Player,Rajasthan Royals,Kolkata Knight Riders,0,1,Rajasthan Royals
DPMD Jayawardene,Player,Delhi Daredevils,Pune Warriors,0,1,Delhi Daredevils
IK Pathan,Player,Kings XI Punjab,Royal Challengers Bangalore,0,0,Royal Challengers Bangalore
DS Kulkarni,Player,Gujarat Lions,Sunrisers Hyderabad,0,0,Sunrisers Hyderabad
JD Ryder,Player,Pune Warriors,Mumbai Indians,0,0,Pune Warriors
AS Raut,Player,Rajasthan Royals,Delhi Daredevils,0,0,Delhi Daredevils
RG Sharma,Captain,Mumbai Indians,Royal Challengers Bangalore,1,4,Mumbai Indians
AB de Villiers,Keeper,Royal Challengers Bangalore,Mumbai Indians,0,0,Royal Challengers Bangalore
AS Raut,Player,Rajasthan Royals,Chennai Super Kings,0,0,Chennai Super Kings
PP Ojha,Player,Deccan Chargers,Mumbai Indians,0,0,Mumbai Indians
P Kumar,Player,Kings XI Punjab,Kolkata Knight Riders,0,0,Kolkata Knight Riders
SK Trivedi,Player,Rajasthan Royals,Royal Challengers Bangalore,0,0,Royal Challengers Bangalore
A Mishra,Player,Sunrisers Hyderabad,Royal Challengers Bangalore,0,0,Sunrisers Hyderabad
YK Pathan,Player,Rajasthan Royals,Chennai Super Kings,0,0,Chennai Super Kings
SE Marsh,Player,Kings XI Punjab,Royal Challengers Bangalore,0,1,Kings XI Punjab
STR Binny,Player,Rajasthan Royals,Pune Warriors,0,0,Pune Warriors
SL Malinga,Player,Mumbai Indians,Royal Challengers Bangalore,0,1,Royal Challengers Bangalore
MS Gony,Player,Chennai Super Kings,Delhi Daredevils,0,0,Delhi Daredevils
JH Kallis,Player,Kolkata Knight Riders,Rajasthan Royals,0,1,Kolkata Knight Riders
YS Chahal,Player,Mumbai Indians,Kolkata Knight Riders,0,0,Kolkata Knight Riders
AT Rayudu,Player,Mumbai Indians,Pune Warriors,0,1,Mumbai Indians
PP Chawla,Player,Kolkata Knight Riders,Kings XI Punjab,0,0,Kings XI Punjab
MS Dhoni,Keeper,Rising Pune Supergiants,Kolkata Knight Riders,0,0,Rising Pune Supergiants
MR Marsh,Player,Pune Warriors,Kings XI Punjab,0,0,Pune Warriors
RG Sharma,Player,Mumbai Indians,Kings XI Punjab,0,1,Mumbai Indians
BB McCullum,Player,Kolkata Knight Riders,Deccan Chargers,0,1,Kolkata Knight Riders
SP Narine,Player,Kolkata Knight Riders,Pune Warriors,0,0,Pune Warriors
SS Tiwary,Player,Royal Challengers Bangalore,Kochi Tuskers Kerala,0,1,Royal Challengers Bangalore
RR Pant,Player,Delhi Daredevils,Mumbai Indians,0,0,Mumbai Indians
A Ashish Reddy,Player,Sunrisers Hyderabad,Delhi Daredevils,0,0,Sunrisers Hyderabad
KL Rahul,Player,Sunrisers Hyderabad,Kings XI Punjab,0,0,Sunrisers Hyderabad
WP Saha,Keeper,Kings XI Punjab,Kolkata Knight Riders,0,0,Kolkata Knight Riders
KL Rahul,Player,Sunrisers Hyderabad,Royal Challengers Bangalore,0,0,Sunrisers Hyderabad
STR Binny,Player,Royal Challengers Bangalore,Sunrisers Hyderabad,0,1,Royal Challengers Bangalore
AM Nayar,Player,Pune Warriors,Royal Challengers Bangalore,0,0,Pune Warriors
JC Buttler,Player,Mumbai Indians,Sunrisers Hyderabad,0,1,Mumbai Indians
KL Rahul,Player,Sunrisers Hyderabad,Delhi Daredevils,0,0,Sunrisers Hyderabad
KD Karthik,Keeper,Delhi Daredevils,Deccan Chargers,0,0,Delhi Daredevils
JA Morkel,Player,Chennai Super Kings,Deccan Chargers,0,0,Deccan Chargers
KV Sharma,Player,Sunrisers Hyderabad,Mumbai Indians,0,0,Mumbai Indians
AB de Villiers,Player,Royal Challengers Bangalore,Sunrisers Hyderabad,1,1,Royal Challengers Bangalore
S Dhawan,Player,Sunrisers Hyderabad,Royal Challengers Bangalore,0,0,Royal Challengers Bangalore
DT Christian,Player,Rising Pune Supergiants,Royal Challengers Bangalore,0,0,Royal Challengers Bangalore
B Kumar,Player,Sunrisers Hyderabad,Delhi Daredevils,0,0,Sunrisers Hyderabad
DW Steyn,Player,Royal Challengers Bangalore,Chennai Super Kings,0,1,Royal Challengers Bangalore
B Kumar,Player,Sunrisers Hyderabad,Chennai Super Kings,0,0,Sunrisers Hyderabad
V Kohli,Player,Royal Challengers Bangalore,Kochi Tuskers Kerala,0,0,Kochi Tuskers Kerala
AJ Finch,Player,Gujarat Lions,Mumbai Indians,1,0,Mumbai Indians
G Gambhir,Captain,Kolkata Knight Riders,Chennai Super Kings,1,3,Chennai Super Kings
DA Warner,Captain,Sunrisers Hyderabad,Rajasthan Royals,0,3,Rajasthan Royals
R Bhatia,Player,Rajasthan Royals,Kolkata Knight Riders,0,0,Kolkata Knight Riders
AB Dinda,Player,Kolkata Knight Riders,Kings XI Punjab,0,0,Kings XI Punjab
AD Mathews,Player,Pune Warriors,Kolkata Knight Riders,0,0,Kolkata Knight Riders
ST Jayasuriya,Player,Mumbai Indians,Chennai Super Kings,0,0,Chennai Super Kings
OA Shah,Player,Rajasthan Royals,Deccan Chargers,0,1,Rajasthan Royals
MS Bisla,Keeper,Kings XI Punjab,Kolkata Knight Riders,0,0,Kolkata Knight Riders
PP Ojha,Player,Mumbai Indians,Chennai Super Kings,0,0,Chennai Super Kings
LR Shukla,Player,Kolkata Knight Riders,Chennai Super Kings,0,0,Chennai Super Kings
R Sharma,Player,Pune Warriors,Mumbai Indians,0,0,Mumbai Indians
L Balaji,Player,Chennai Super Kings,Rajasthan Royals,0,0,Chennai Super Kings
RJ Harris,Player,Kings XI Punjab,Pune Warriors,0,0,Pune Warriors
SPD Smith,Captain,Rajasthan Royals,Sunrisers Hyderabad,0,3,Sunrisers Hyderabad
I Sharma,Player,Sunrisers Hyderabad,Mumbai Indians,0,0,Mumbai Indians
AC Gilchrist,CaptainKeeper,Kings XI Punjab,Royal Challengers Bangalore,1,0,Royal Challengers Bangalore
TM Dilshan,Player,Royal Challengers Bangalore,Mumbai Indians,0,1,Royal Challengers Bangalore
Yuvraj Singh,Player,Royal Challengers Bangalore,Mumbai Indians,0,0,Royal Challengers Bangalore
MK Pandey,Player,Pune Warriors,Sunrisers Hyderabad,0,0,Sunrisers Hyderabad
A Mishra,Player,Sunrisers Hyderabad,Delhi Daredevils,0,0,Sunrisers Hyderabad
SP Goswami,Keeper,Royal Challengers Bangalore,Mumbai Indians,0,1,Royal Challengers Bangalore
SR Tendulkar,Captain,Mumbai Indians,Royal Challengers Bangalore,0,3,Royal Challengers Bangalore
KP Pietersen,Captain,Delhi Daredevils,Mumbai Indians,0,3,Mumbai Indians
JH Kallis,Player,Royal Challengers Bangalore,Mumbai Indians,0,1,Royal Challengers Bangalore
LMP Simmons,Player,Mumbai Indians,Chennai Super Kings,0,1,Chennai Super Kings
R Dravid,Captain,Royal Challengers Bangalore,Chennai Super Kings,0,4,Royal Challengers Bangalore
HH Gibbs,Player,Deccan Chargers,Rajasthan Royals,0,0,Rajasthan Royals
Sandeep Sharma,Player,Kings XI Punjab,Royal Challengers Bangalore,1,0,Royal Challengers Bangalore
AB de Villiers,Player,Royal Challengers Bangalore,Kolkata Knight Riders,0,0,Kolkata Knight Riders
Y Venugopal Rao,Player,Delhi Daredevils,Chennai Super Kings,0,0,Delhi Daredevils
AP Tare,Player,Sunrisers Hyderabad,Kings XI Punjab,0,0,Sunrisers Hyderabad
SR Watson,Player,Rajasthan Royals,Delhi Daredevils,0,1,Rajasthan Royals
Harbhajan Singh,Player,Mumbai Indians,Kolkata Knight Riders,0,1,Mumbai Indians
PP Chawla,Player,Kings XI Punjab,Rajasthan Royals,0,1,Kings XI Punjab
Y Venugopal Rao,Player,Deccan Chargers,Kolkata Knight Riders,0,0,Kolkata Knight Riders
Z Khan,Player,Delhi Daredevils,Kolkata Knight Riders,0,0,Kolkata Knight Riders
MS Bisla,Keeper,Kolkata Knight Riders,Kings XI Punjab,0,0,Kings XI Punjab
SL Malinga,Player,Mumbai Indians,Kings XI Punjab,0,1,Mumbai Indians
Sandeep Sharma,Player,Kings XI Punjab,Rising Pune Supergiants,0,0,Kings XI Punjab
BJ Hodge,Player,Kochi Tuskers Kerala,Chennai Super Kings,0,0,Chennai Super Kings
RS Bopara,Player,Sunrisers Hyderabad,Mumbai Indians,0,0,Mumbai Indians
B Chipli,Player,Delhi Daredevils,Pune Warriors,0,0,Pune Warriors
M Vijay,Player,Kings XI Punjab,Sunrisers Hyderabad,0,0,Sunrisers Hyderabad
J Botha,Player,Rajasthan Royals,Pune Warriors,0,1,Rajasthan Royals
AL Menaria,Player,Rajasthan Royals,Chennai Super Kings,0,0,Chennai Super Kings
AS Raut,Player,Rajasthan Royals,Kolkata Knight Riders,0,1,Rajasthan Royals
Shakib Al Hasan,Player,Kolkata Knight Riders,Mumbai Indians,0,1,Kolkata Knight Riders
PA Patel,Keeper,Sunrisers Hyderabad,Pune Warriors,0,0,Pune Warriors
JD Unadkat,Player,Kolkata Knight Riders,Mumbai Indians,0,1,Kolkata Knight Riders
SS Tiwary,Player,Mumbai Indians,Kings XI Punjab,0,0,Kings XI Punjab
HV Patel,Player,Royal Challengers Bangalore,Pune Warriors,0,0,Pune Warriors
P Kumar,Player,Kings XI Punjab,Mumbai Indians,0,0,Mumbai Indians
CL White,Player,Sunrisers Hyderabad,Pune Warriors,0,0,Sunrisers Hyderabad
R Ashwin,Player,Chennai Super Kings,Royal Challengers Bangalore,0,1,Chennai Super Kings
MF Maharoof,Player,Delhi Daredevils,Royal Challengers Bangalore,0,0,Royal Challengers Bangalore
R Ashwin,Player,Chennai Super Kings,Kolkata Knight Riders,1,1,Chennai Super Kings
HV Patel,Player,Royal Challengers Bangalore,Delhi Daredevils,0,1,Royal Challengers Bangalore
SK Raina,Captain,Gujarat Lions,Rising Pune Supergiants,0,3,Gujarat Lions
MM Sharma,Player,Kings XI Punjab,Gujarat Lions,0,0,Gujarat Lions
KA Pollard,Player,Mumbai Indians,Sunrisers Hyderabad,0,0,Sunrisers Hyderabad
SS Iyer,Player,Delhi Daredevils,Sunrisers Hyderabad,0,0,Delhi Daredevils
V Kohli,Player,Royal Challengers Bangalore,Kings XI Punjab,0,0,Kings XI Punjab
MS Bisla,Keeper,Kolkata Knight Riders,Kings XI Punjab,0,0,Kings XI Punjab
SS Tiwary,Player,Royal Challengers Bangalore,Pune Warriors,0,1,Royal Challengers Bangalore
P Negi,Player,Royal Challengers Bangalore,Kolkata Knight Riders,0,0,Kolkata Knight Riders
V Sehwag,Player,Kings XI Punjab,Sunrisers Hyderabad,0,0,Kings XI Punjab
Imran Tahir,Player,Rising Pune Supergiants,Gujarat Lions,0,0,Rising Pune Supergiants
MJ McClenaghan,Player,Mumbai Indians,Rising Pune Supergiants,0,0,Rising Pune Supergiants
MM Patel,Player,Mumbai Indians,Rajasthan Royals,0,1,Mumbai Indians
AB Dinda,Player,Royal Challengers Bangalore,Delhi Daredevils,0,1,Royal Challengers Bangalore
RG Sharma,Captain,Mumbai Indians,Delhi Daredevils,0,4,Mumbai Indians
MK Pandey,Player,Mumbai Indians,Rajasthan Royals,0,0,Rajasthan Royals
KK Cooper,Player,Rajasthan Royals,Kolkata Knight Riders,0,1,Rajasthan Royals
AP Tare,Keeper,Mumbai Indians,Kolkata Knight Riders,0,0,Kolkata Knight Riders
CL White,Player,Royal Challengers Bangalore,Delhi Daredevils,0,1,Royal Challengers Bangalore
A Mishra,Player,Deccan Chargers,Royal Challengers Bangalore,0,1,Deccan Chargers
JR Hopes,Player,Kings XI Punjab,Rajasthan Royals,0,1,Kings XI Punjab
DA Miller,Player,Kings XI Punjab,Rajasthan Royals,0,1,Kings XI Punjab
MS Bisla,Keeper,Kolkata Knight Riders,Kings XI Punjab,0,1,Kolkata Knight Riders
MS Gony,Player,Chennai Super Kings,Royal Challengers Bangalore,0,1,Chennai Super Kings
F du Plessis,Player,Chennai Super Kings,Sunrisers Hyderabad,0,1,Chennai Super Kings
KK Nair,Player,Rajasthan Royals,Kolkata Knight Riders,0,0,Rajasthan Royals
A Mishra,Player,Sunrisers Hyderabad,Mumbai Indians,0,0,Sunrisers Hyderabad
SL Malinga,Player,Mumbai Indians,Rajasthan Royals,0,1,Mumbai Indians
LMP Simmons,Player,Mumbai Indians,Rising Pune Supergiants,0,1,Mumbai Indians
AR Patel,Player,Kings XI Punjab,Mumbai Indians,0,1,Kings XI Punjab
DS Kulkarni,Player,Gujarat Lions,Delhi Daredevils,0,0,Delhi Daredevils
HH Gibbs,Player,Deccan Chargers,Delhi Daredevils,0,0,Delhi Daredevils
BB McCullum,CaptainKeeper,Kolkata Knight Riders,Rajasthan Royals,0,0,Kolkata Knight Riders
DA Warner,Player,Delhi Daredevils,Kolkata Knight Riders,0,0,Kolkata Knight Riders
MC Henriques,Player,Royal Challengers Bangalore,Sunrisers Hyderabad,0,0,Sunrisers Hyderabad
CH Gayle,Player,Royal Challengers Bangalore,Chennai Super Kings,1,1,Royal Challengers Bangalore
KD Karthik,CaptainKeeper,Delhi Daredevils,Royal Challengers Bangalore,0,0,Royal Challengers Bangalore
R Dravid,Player,Royal Challengers Bangalore,Kolkata Knight Riders,0,0,Royal Challengers Bangalore
PP Ojha,Player,Mumbai Indians,Royal Challengers Bangalore,0,0,Royal Challengers Bangalore
YK Pathan,Player,Kolkata Knight Riders,Deccan Chargers,0,0,Deccan Chargers
Anureet Singh,Player,Kolkata Knight Riders,Rajasthan Royals,0,0,Kolkata Knight Riders
IK Pathan,Player,Kings XI Punjab,Kolkata Knight Riders,0,0,Kolkata Knight Riders
AM Rahane,Player,Rajasthan Royals,Delhi Daredevils,0,0,Delhi Daredevils
JD Unadkat,Player,Rising Pune Supergiants,Delhi Daredevils,0,0,Delhi Daredevils
Mandeep Singh,Player,Kings XI Punjab,Pune Warriors,0,0,Pune Warriors
Ankit Sharma,Player,Deccan Chargers,Mumbai Indians,0,0,Deccan Chargers
RE van der Merwe,Player,Royal Challengers Bangalore,Chennai Super Kings,0,0,Royal Challengers Bangalore
Ankit Sharma,Player,Rajasthan Royals,Chennai Super Kings,0,0,Chennai Super Kings
KC Sangakkara,Captain,Sunrisers Hyderabad,Royal Challengers Bangalore,0,3,Royal Challengers Bangalore
S Dhawan,Captain,Sunrisers Hyderabad,Delhi Daredevils,0,3,Sunrisers Hyderabad
DP Nannes,Player,Delhi Daredevils,Deccan Chargers,0,1,Delhi Daredevils
BB McCullum,CaptainKeeper,Kolkata Knight Riders,Mumbai Indians,0,0,Kolkata Knight Riders
SR Watson,Player,Royal Challengers Bangalore,Kolkata Knight Riders,0,0,Kolkata Knight Riders
SK Warne,Captain,Rajasthan Royals,Deccan Chargers,0,3,Deccan Chargers
B Lee,Player,Kings XI Punjab,Kolkata Knight Riders,0,1,Kings XI Punjab
R Dravid,Captain,Royal Challengers Bangalore,Rajasthan Royals,0,4,Royal Challengers Bangalore
R Ashwin,Player,Chennai Super Kings,Kochi Tuskers Kerala,0,1,Chennai Super Kings
SK Warne,Captain,Rajasthan Royals,Kings XI Punjab,0,3,Kings XI Punjab
JP Duminy,Player,Mumbai Indians,Royal Challengers Bangalore,0,0,Royal Challengers Bangalore
DS Kulkarni,Player,Mumbai Indians,Delhi Daredevils,0,0,Delhi Daredevils
IK Pathan,Player,Sunrisers Hyderabad,Kolkata Knight Riders,0,0,Sunrisers Hyderabad
DA Warner,Player,Delhi Daredevils,Kolkata Knight Riders,0,1,Delhi Daredevils
NLTC Perera,Player,Sunrisers Hyderabad,Kolkata Knight Riders,0,0,Sunrisers Hyderabad
JA Morkel,Player,Chennai Super Kings,Rajasthan Royals,0,0,Rajasthan Royals
V Sehwag,Player,Kings XI Punjab,Mumbai Indians,0,1,Kings XI Punjab
S Dhawan,Player,Sunrisers Hyderabad,Kings XI Punjab,0,0,Kings XI Punjab
MS Dhoni,CaptainKeeper,Chennai Super Kings,Kolkata Knight Riders,0,1,Chennai Super Kings
PA Patel,Keeper,Deccan Chargers,Kings XI Punjab,0,0,Kings XI Punjab
PP Ojha,Player,Deccan Chargers,Mumbai Indians,0,0,Mumbai Indians
R Dravid,Captain,Royal Challengers Bangalore,Rajasthan Royals,0,3,Rajasthan Royals
SK Trivedi,Player,Rajasthan Royals,Kings XI Punjab,0,0,Kings XI Punjab
RG Sharma,Captain,Mumbai Indians,Gujarat Lions,0,3,Gujarat Lions
Anureet Singh,Player,Kings XI Punjab,Sunrisers Hyderabad,0,0,Kings XI Punjab
RR Powar,Player,Kings XI Punjab,Deccan Chargers,0,0,Deccan Chargers
P Kumar,Player,Sunrisers Hyderabad,Kings XI Punjab,0,0,Kings XI Punjab
VVS Laxman,Player,Deccan Chargers,Kings XI Punjab,0,0,Deccan Chargers
Ankit Sharma,Player,Deccan Chargers,Delhi Daredevils,0,1,Deccan Chargers
AB de Villiers,Player,Royal Challengers Bangalore,Sunrisers Hyderabad,0,0,Sunrisers Hyderabad
SV Samson,Player,Delhi Daredevils,Kolkata Knight Riders,0,0,Kolkata Knight Riders
B Lee,Player,Kings XI Punjab,Mumbai Indians,0,1,Kings XI Punjab
DJ Hooda,Player,Sunrisers Hyderabad,Kings XI Punjab,0,0,Kings XI Punjab
BB McCullum,Player,Kochi Tuskers Kerala,Delhi Daredevils,0,0,Delhi Daredevils
PA Patel,Keeper,Mumbai Indians,Rising Pune Supergiants,0,0,Mumbai Indians
RP Singh,Player,Deccan Chargers,Delhi Daredevils,0,0,Deccan Chargers
HH Gibbs,Player,Deccan Chargers,Kings XI Punjab,0,0,Deccan Chargers
JJ Bumrah,Player,Mumbai Indians,Kolkata Knight Riders,0,0,Kolkata Knight Riders
SR Watson,Player,Rajasthan Royals,Kings XI Punjab,0,1,Rajasthan Royals
JP Faulkner,Player,Rajasthan Royals,Sunrisers Hyderabad,1,1,Rajasthan Royals
SP Narine,Player,Kolkata Knight Riders,Royal Challengers Bangalore,0,1,Kolkata Knight Riders
AP Tare,Player,Mumbai Indians,Chennai Super Kings,0,1,Mumbai Indians
AJ Finch,Player,Delhi Daredevils,Mumbai Indians,0,1,Delhi Daredevils
SL Malinga,Player,Mumbai Indians,Delhi Daredevils,0,1,Mumbai Indians
SC Ganguly,Captain,Kolkata Knight Riders,Chennai Super Kings,0,3,Chennai Super Kings
AM Rahane,Player,Rajasthan Royals,Mumbai Indians,0,1,Rajasthan Royals
RS Bopara,Player,Kings XI Punjab,Deccan Chargers,0,0,Deccan Chargers
AM Rahane,Player,Rajasthan Royals,Royal Challengers Bangalore,0,0,Rajasthan Royals
SP Narine,Player,Kolkata Knight Riders,Rising Pune Supergiants,0,1,Kolkata Knight Riders
A Mishra,Player,Delhi Daredevils,Kings XI Punjab,0,0,Kings XI Punjab
Harmeet Singh,Player,Kings XI Punjab,Sunrisers Hyderabad,0,1,Kings XI Punjab
AB de Villiers,Player,Delhi Daredevils,Mumbai Indians,0,0,Delhi Daredevils
A Mishra,Player,Deccan Chargers,Kings XI Punjab,0,1,Deccan Chargers
RJ Harris,Player,Kings XI Punjab,Mumbai Indians,0,1,Kings XI Punjab
R Dravid,Captain,Royal Challengers Bangalore,Chennai Super Kings,0,3,Chennai Super Kings
AL Menaria,Player,Rajasthan Royals,Delhi Daredevils,0,0,Delhi Daredevils
V Kohli,Player,Royal Challengers Bangalore,Chennai Super Kings,0,0,Royal Challengers Bangalore
G Gambhir,Captain,Kolkata Knight Riders,Deccan Chargers,0,3,Deccan Chargers
S Dhawan,Player,Mumbai Indians,Deccan Chargers,0,1,Deccan Chargers
DA Warner,Captain,Sunrisers Hyderabad,Royal Challengers Bangalore,1,3,Royal Challengers Bangalore
GJ Maxwell,Captain,Kings XI Punjab,Gujarat Lions,0,3,Kings XI Punjab
CH Gayle,Player,Kolkata Knight Riders,Kings XI Punjab,0,0,Kings XI Punjab
HV Patel,Player,Royal Challengers Bangalore,Kolkata Knight Riders,0,0,Kolkata Knight Riders
NV Ojha,Keeper,Sunrisers Hyderabad,Delhi Daredevils,0,0,Delhi Daredevils
KK Nair,Player,Rajasthan Royals,Mumbai Indians,0,0,Mumbai Indians
RG Sharma,Captain,Mumbai Indians,Kolkata Knight Riders,0,4,Mumbai Indians
MC Henriques,Player,Royal Challengers Bangalore,Chennai Super Kings,0,1,Royal Challengers Bangalore
WP Saha,Player,Kolkata Knight Riders,Delhi Daredevils,0,0,Delhi Daredevils
S Aravind,Player,Royal Challengers Bangalore,Kings XI Punjab,0,1,Royal Challengers Bangalore
LRPL Taylor,Player,Rajasthan Royals,Mumbai Indians,0,0,Mumbai Indians
RG Sharma,Player,Deccan Chargers,Kolkata Knight Riders,0,0,Deccan Chargers
MS Gony,Player,Chennai Super Kings,Kings XI Punjab,0,1,Chennai Super Kings
KD Karthik,Keeper,Royal Challengers Bangalore,Chennai Super Kings,0,0,Chennai Super Kings
KH Pandya,Player,Mumbai Indians,Kolkata Knight Riders,0,0,Mumbai Indians
AB de Villiers,Player,Delhi Daredevils,Chennai Super Kings,1,0,Chennai Super Kings
A Mishra,Player,Deccan Chargers,Rajasthan Royals,0,1,Deccan Chargers
MS Gony,Player,Chennai Super Kings,Kings XI Punjab,0,0,Chennai Super Kings
MEK Hussey,Player,Chennai Super Kings,Kings XI Punjab,1,0,Kings XI Punjab
SK Trivedi,Player,Rajasthan Royals,Pune Warriors,0,1,Rajasthan Royals
R Dravid,Captain,Rajasthan Royals,Mumbai Indians,0,3,Mumbai Indians
Mandeep Singh,Player,Kings XI Punjab,Rajasthan Royals,0,0,Rajasthan Royals
F du Plessis,Player,Chennai Super Kings,Rajasthan Royals,0,0,Chennai Super Kings
S Badrinath,Player,Chennai Super Kings,Royal Challengers Bangalore,0,0,Royal Challengers Bangalore
AB de Villiers,Player,Royal Challengers Bangalore,Kings XI Punjab,0,0,Kings XI Punjab
GJ Maxwell,Player,Kings XI Punjab,Kolkata Knight Riders,0,0,Kolkata Knight Riders
MK Tiwary,Player,Rising Pune Supergiants,Sunrisers Hyderabad,0,0,Rising Pune Supergiants
AJ Finch,Player,Gujarat Lions,Rising Pune Supergiants,0,0,Gujarat Lions
WP Saha,Player,Kolkata Knight Riders,Kings XI Punjab,0,0,Kings XI Punjab
AT Rayudu,Player,Mumbai Indians,Chennai Super Kings,0,0,Chennai Super Kings
B Kumar,Player,Pune Warriors,Delhi Daredevils,0,0,Delhi Daredevils
SPD Smith,Player,Rajasthan Royals,Mumbai Indians,0,0,Mumbai Indians
S Dhawan,Player,Sunrisers Hyderabad,Chennai Super Kings,0,0,Sunrisers Hyderabad
RA Jadeja,Player,Rajasthan Royals,Chennai Super Kings,0,0,Chennai Super Kings
R Dravid,Captain,Rajasthan Royals,Kings XI Punjab,0,3,Kings XI Punjab
DS Kulkarni,Player,Rajasthan Royals,Royal Challengers Bangalore,0,0,Royal Challengers Bangalore
DJ Bravo,Player,Chennai Super Kings,Delhi Daredevils,0,1,Chennai Super Kings
SC Ganguly,Player,Kolkata Knight Riders,Delhi Daredevils,0,0,Delhi Daredevils
A Mishra,Player,Sunrisers Hyderabad,Rajasthan Royals,0,0,Sunrisers Hyderabad
DJ Bravo,Player,Chennai Super Kings,Royal Challengers Bangalore,0,1,Chennai Super Kings
SS Tiwary,Player,Royal Challengers Bangalore,Kings XI Punjab,0,1,Royal Challengers Bangalore
JA Morkel,Player,Chennai Super Kings,Royal Challengers Bangalore,0,1,Chennai Super Kings
KD Karthik,Keeper,Delhi Daredevils,Kings XI Punjab,0,0,Kings XI Punjab
RA Jadeja,Player,Rajasthan Royals,Kolkata Knight Riders,0,0,Kolkata Knight Riders
UT Yadav,Player,Deccan Chargers,Chennai Super Kings,0,0,Chennai Super Kings
MM Sharma,Player,Chennai Super Kings,Kolkata Knight Riders,0,1,Chennai Super Kings
WP Saha,Keeper,Kolkata Knight Riders,Chennai Super Kings,0,0,Chennai Super Kings
KH Pandya,Player,Mumbai Indians,Kings XI Punjab,0,0,Kings XI Punjab
DJ Hussey,Player,Kings XI Punjab,Kolkata Knight Riders,0,1,Kings XI Punjab
NV Ojha,Keeper,Delhi Daredevils,Kings XI Punjab,0,1,Delhi Daredevils
Y Venugopal Rao,Player,Delhi Daredevils,Mumbai Indians,0,1,Delhi Daredevils
MS Dhoni,CaptainKeeper,Chennai Super Kings,Delhi Daredevils,0,0,Delhi Daredevils
MJ McClenaghan,Player,Mumbai Indians,Delhi Daredevils,0,0,Delhi Daredevils
DJ Bravo,Player,Chennai Super Kings,Pune Warriors,0,1,Chennai Super Kings
S Sreesanth,Player,Kochi Tuskers Kerala,Delhi Daredevils,0,0,Delhi Daredevils
S Badrinath,Player,Chennai Super Kings,Deccan Chargers,0,1,Chennai Super Kings
KC Sangakkara,CaptainKeeper,Deccan Chargers,Delhi Daredevils,0,0,Delhi Daredevils
R Dhawan,Player,Kings XI Punjab,Sunrisers Hyderabad,0,0,Sunrisers Hyderabad
RS Bopara,Player,Kings XI Punjab,Chennai Super Kings,0,0,Chennai Super Kings
V Kohli,Captain,Royal Challengers Bangalore,Delhi Daredevils,0,4,Royal Challengers Bangalore
A Kumble,Player,Royal Challengers Bangalore,Kolkata Knight Riders,0,0,Royal Challengers Bangalore
AT Rayudu,Keeper,Mumbai Indians,Royal Challengers Bangalore,0,1,Royal Challengers Bangalore
R Dhawan,Player,Kings XI Punjab,Sunrisers Hyderabad,0,0,Kings XI Punjab
P Awana,Player,Kings XI Punjab,Kolkata Knight Riders,0,0,Kings XI Punjab
SA Asnodkar,Player,Rajasthan Royals,Deccan Chargers,0,0,Deccan Chargers
DB Das,Player,Kolkata Knight Riders,Deccan Chargers,0,0,Deccan Chargers
M Vijay,Player,Chennai Super Kings,Mumbai Indians,0,1,Chennai Super Kings
MS Dhoni,CaptainKeeper,Chennai Super Kings,Royal Challengers Bangalore,0,0,Royal Challengers Bangalore
MM Patel,Player,Rajasthan Royals,Kolkata Knight Riders,0,0,Rajasthan Royals
R Dhawan,Player,Kings XI Punjab,Chennai Super Kings,0,0,Chennai Super Kings
AB Agarkar,Player,Delhi Daredevils,Mumbai Indians,0,0,Mumbai Indians
G Gambhir,Captain,Kolkata Knight Riders,Kings XI Punjab,0,3,Kolkata Knight Riders
L Balaji,Player,Kings XI Punjab,Kolkata Knight Riders,0,0,Kolkata Knight Riders
MK Pandey,Player,Kolkata Knight Riders,Royal Challengers Bangalore,0,1,Kolkata Knight Riders
R Bhatia,Player,Kolkata Knight Riders,Pune Warriors,0,0,Pune Warriors
AD Russell,Player,Kolkata Knight Riders,Delhi Daredevils,0,0,Delhi Daredevils
DR Smith,Player,Mumbai Indians,Chennai Super Kings,0,0,Chennai Super Kings
RV Uthappa,Keeper,Kolkata Knight Riders,Gujarat Lions,0,1,Kolkata Knight Riders
RG Sharma,Captain,Mumbai Indians,Royal Challengers Bangalore,1,4,Mumbai Indians
V Sehwag,Captain,Delhi Daredevils,Kolkata Knight Riders,0,3,Kolkata Knight Riders
JJ Bumrah,Player,Mumbai Indians,Royal Challengers Bangalore,0,1,Mumbai Indians
S Dhawan,Player,Sunrisers Hyderabad,Kolkata Knight Riders,0,0,Kolkata Knight Riders
PA Patel,Keeper,Mumbai Indians,Rajasthan Royals,0,0,Rajasthan Royals
DA Warner,Player,Delhi Daredevils,Deccan Chargers,0,1,Delhi Daredevils
SR Watson,Captain,Rajasthan Royals,Kings XI Punjab,0,3,Kings XI Punjab
V Sehwag,Captain,Delhi Daredevils,Mumbai Indians,1,4,Delhi Daredevils
DJ Bravo,Player,Chennai Super Kings,Rajasthan Royals,0,0,Rajasthan Royals
